Start,Finish,Steps (count)
26/3/18 0:00,27/3/18 0:00,5279
27/3/18 0:00,28/3/18 0:00,10844
28/3/18 0:00,29/3/18 0:00,8366
29/3/18 0:00,30/3/18 0:00,7546
30/3/18 0:00,31/3/18 0:00,9842
31/3/18 0:00,1/4/18 0:00,5504
1/4/18 0:00,2/4/18 0:00,10201
2/4/18 0:00,3/4/18 0:00,14852
3/4/18 0:00,4/4/18 0:00,3519
4/4/18 0:00,5/4/18 0:00,7980
5/4/18 0:00,6/4/18 0:00,4877
6/4/18 0:00,7/4/18 0:00,2808
7/4/18 0:00,8/4/18 0:00,6156
8/4/18 0:00,9/4/18 0:00,13677
9/4/18 0:00,10/4/18 0:00,7497
10/4/18 0:00,11/4/18 0:00,12416
11/4/18 0:00,12/4/18 0:00,6090
12/4/18 0:00,13/4/18 0:00,7889
13/4/18 0:00,14/4/18 0:00,7510
14/4/18 0:00,15/4/18 0:00,5230
15/4/18 0:00,16/4/18 0:00,12266
16/4/18 0:00,17/4/18 0:00,8458
17/4/18 0:00,18/4/18 0:00,2982
18/4/18 0:00,19/4/18 0:00,5669
19/4/18 0:00,20/4/18 0:00,7317
20/4/18 0:00,21/4/18 0:00,5181
21/4/18 0:00,22/4/18 0:00,5207
22/4/18 0:00,23/4/18 0:00,10627
23/4/18 0:00,24/4/18 0:00,17062
24/4/18 0:00,25/4/18 0:00,10979
25/4/18 0:00,26/4/18 0:00,9449
26/4/18 0:00,27/4/18 0:00,13733
27/4/18 0:00,28/4/18 0:00,13403
28/4/18 0:00,29/4/18 0:00,17500
29/4/18 0:00,30/4/18 0:00,7178
30/4/18 0:00,1/5/18 0:00,14135
1/5/18 0:00,2/5/18 0:00,6014
2/5/18 0:00,3/5/18 0:00,9755
3/5/18 0:00,4/5/18 0:00,7359
4/5/18 0:00,5/5/18 0:00,7968
5/5/18 0:00,6/5/18 0:00,5719
6/5/18 0:00,7/5/18 0:00,12506
7/5/18 0:00,8/5/18 0:00,5689
8/5/18 0:00,9/5/18 0:00,7392
9/5/18 0:00,10/5/18 0:00,5734
10/5/18 0:00,11/5/18 0:00,6388
11/5/18 0:00,12/5/18 0:00,13220
12/5/18 0:00,13/5/18 0:00,5208
13/5/18 0:00,14/5/18 0:00,10793
14/5/18 0:00,15/5/18 0:00,10899
15/5/18 0:00,16/5/18 0:00,5424
16/5/18 0:00,17/5/18 0:00,7676
17/5/18 0:00,18/5/18 0:00,13560
18/5/18 0:00,19/5/18 0:00,7403
19/5/18 0:00,20/5/18 0:00,8955
20/5/18 0:00,21/5/18 0:00,14901
21/5/18 0:00,22/5/18 0:00,14685
22/5/18 0:00,23/5/18 0:00,15781
23/5/18 0:00,24/5/18 0:00,12326
24/5/18 0:00,25/5/18 0:00,11783
25/5/18 0:00,26/5/18 0:00,10450
26/5/18 0:00,27/5/18 0:00,10584
27/5/18 0:00,28/5/18 0:00,18051
28/5/18 0:00,29/5/18 0:00,10321
29/5/18 0:00,30/5/18 0:00,6956
30/5/18 0:00,31/5/18 0:00,10546
31/5/18 0:00,1/6/18 0:00,8239
1/6/18 0:00,2/6/18 0:00,6185
2/6/18 0:00,3/6/18 0:00,7339
3/6/18 0:00,4/6/18 0:00,19015
4/6/18 0:00,5/6/18 0:00,10896
5/6/18 0:00,6/6/18 0:00,7844
6/6/18 0:00,7/6/18 0:00,11360
7/6/18 0:00,8/6/18 0:00,9829
8/6/18 0:00,9/6/18 0:00,16451
9/6/18 0:00,10/6/18 0:00,7119
10/6/18 0:00,11/6/18 0:00,13457
11/6/18 0:00,12/6/18 0:00,8675
12/6/18 0:00,13/6/18 0:00,11163
13/6/18 0:00,14/6/18 0:00,8936
14/6/18 0:00,15/6/18 0:00,9508
15/6/18 0:00,16/6/18 0:00,11563
16/6/18 0:00,17/6/18 0:00,4315
17/6/18 0:00,18/6/18 0:00,15971
18/6/18 0:00,19/6/18 0:00,9280
19/6/18 0:00,20/6/18 0:00,12365
20/6/18 0:00,21/6/18 0:00,4431
21/6/18 0:00,22/6/18 0:00,16424
22/6/18 0:00,23/6/18 0:00,17523
23/6/18 0:00,24/6/18 0:00,18197
24/6/18 0:00,25/6/18 0:00,16788
25/6/18 0:00,26/6/18 0:00,14774
26/6/18 0:00,27/6/18 0:00,17160
27/6/18 0:00,28/6/18 0:00,13751
28/6/18 0:00,29/6/18 0:00,12710
29/6/18 0:00,30/6/18 0:00,11545
30/6/18 0:00,1/7/18 0:00,11334
1/7/18 0:00,2/7/18 0:00,14180
2/7/18 0:00,3/7/18 0:00,17455
3/7/18 0:00,4/7/18 0:00,17793
4/7/18 0:00,5/7/18 0:00,12548
5/7/18 0:00,6/7/18 0:00,13826
6/7/18 0:00,7/7/18 0:00,8006
7/7/18 0:00,8/7/18 0:00,12491
8/7/18 0:00,9/7/18 0:00,12716
9/7/18 0:00,10/7/18 0:00,9801
10/7/18 0:00,11/7/18 0:00,11059
11/7/18 0:00,12/7/18 0:00,15143
12/7/18 0:00,13/7/18 0:00,11594
13/7/18 0:00,14/7/18 0:00,12933
14/7/18 0:00,15/7/18 0:00,12522
15/7/18 0:00,16/7/18 0:00,9558
16/7/18 0:00,17/7/18 0:00,10695
17/7/18 0:00,18/7/18 0:00,8350
18/7/18 0:00,19/7/18 0:00,8889
19/7/18 0:00,20/7/18 0:00,8456
20/7/18 0:00,21/7/18 0:00,5492
21/7/18 0:00,22/7/18 0:00,4690
22/7/18 0:00,23/7/18 0:00,11402
23/7/18 0:00,24/7/18 0:00,8266
24/7/18 0:00,25/7/18 0:00,4803
25/7/18 0:00,26/7/18 0:00,6283
26/7/18 0:00,27/7/18 0:00,6064
27/7/18 0:00,28/7/18 0:00,14472
28/7/18 0:00,29/7/18 0:00,8799
29/7/18 0:00,30/7/18 0:00,14473
30/7/18 0:00,31/7/18 0:00,9674
31/7/18 0:00,1/8/18 0:00,6806
1/8/18 0:00,2/8/18 0:00,13868
2/8/18 0:00,3/8/18 0:00,7672
3/8/18 0:00,4/8/18 0:00,15068
4/8/18 0:00,5/8/18 0:00,8989
5/8/18 0:00,6/8/18 0:00,18212
6/8/18 0:00,7/8/18 0:00,11031
7/8/18 0:00,8/8/18 0:00,4828
